,LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Latitude,Longitude
24253,0003061300-0001-2,GALIT LAIBOW,FOODSTIRS,1223 WILSHIRE BLVD,SANTA MONICA,90403-5406,1223 WILSHIRE 90403-5406,1223 WILSHIRE BLVD,SANTA MONICA,90403-5406,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/09/2013,,"(34.0259, -118.4902)",34.0259,-118.4902
24435,0003162098-0001-0,ANNA AVETISYAN,BOMDIGGITY BITES,9030 OWENSMOUTH AVENUE,CANOGA PARK,91304-1416,9030 Owensmouth 91304-1416,15021 VENTURA BLVD,SHERMAN OAKS,91403-2442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,11/15/2019,,"(34.2346, -118.6013)",34.2346,-118.6013
24952,0002994130-0001-2,"SUNLIFE ORGANICS 7, INC.",SUNLIFE ORGANICS,10250   SANTA MONICA BLVD   SUITE #1383,LOS ANGELES,90067-6501,10250 SANTA MONICA 90067-6501,23823   MALIBU ROAD   UNIT #528,MALIBU,90265-4628,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,11/01/2017,,"(34.06, -118.4198)",34.06,-118.4198
25394,0003399455-0001-5,R & A SPHINX INC,SPHINX MARKET,1030 W MARTIN LUTHER KING JR BLVD    #102,LOS ANGELES,90037-1867,1030 Martin Luther King Jr 90037-1867,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,11/06/2023,,"(34.0105, -118.2927)",34.0105,-118.2927
25498,0000373841-0003-2,STARBUCKS CORPORATION,STARBUCKS COFFEE #58660,12980 FOOTHILL BLVD,SYLMAR,91342-4956,12980 Foothill 91342-4956,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/24/2020,,"(34.2957, -118.4181)",34.2957,-118.4181
25614,0003007008-0001-0,ELAINE WELLNESS LLC,,2355   WESTWOOD BLVD   #942,LOS ANGELES,90064-2109,2355 WESTWOOD 90064-2109,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,11/04/2015,,"(34.0411, -118.4298)",34.0411,-118.4298
26069,0002249759-0001-6,"ARTHUR B KESSLER, INC",,13603   MARINA POINTE DRIVE   UNIT #C340,MARINA DEL REY,90292-5583,13603 MARINA POINTE 90292-5583,13603   MARINA POINTE DRIVE   UNIT #C340,MARINA DEL REY,90292-9044,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,02/17/2005,,"(33.9857, -118.4447)",33.9857,-118.4447
26324,0003310070-0001-1,REFUGIO ALEJANDRO RODRIGUEZ RUIZ,REFISNACKS TM,3212 SUNRIDGE COURT,PALMDALE,93550-5685,3212 SUNRIDGE 93550-5685,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,04/12/2022,,"(34.5685, -118.0712)",34.5685,-118.0712
26472,0003142029-0001-6,DEMETRIO SAHAGUN JR,SALSA LA CORALILLO / ONE OF TWO,145 E EL SEGUNDO BLVD,LOS ANGELES,90061-2346,145 EL SEGUNDO 90061-2346,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/11/2018,,"(33.9165, -118.2726)",33.9165,-118.2726
26476,0003207737-0001-4,GREEN REGIMEN,,101 N VERDUGO ROAD   UNIT #9122,GLENDALE,91226-7808,101 VERDUGO 91226,101 N VERDUGO ROAD   UNIT #9122,GLENDALE,91226-7808,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,06/14/2020,,"(34.1463, -118.2352)",34.1463,-118.2352
26596,0003143449-0001-3,TIPPHANWAN JARATVIRIYA,KAN TONG SONG FUNG KHONG CAFE,12727   SHERMAN WAY   ##B07,NORTH HOLLYWOOD,91605-5032,12727 SHERMAN 91605-5032,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,03/16/2019,,"(34.2022, -118.4107)",34.2022,-118.4107
26745,0002980107-0001-8,RUBEN SINANYAN,SPECIAL CAKES,12915   SHERMAN WAY,NORTH HOLLYWOOD,91605-4954,12915 SHERMAN 91605-4954,7313   FARMDALE AVENUE,NORTH HOLLYWOOD,91605-3908,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,05/01/2017,,"(34.2013, -118.4148)",34.2013,-118.4148
26805,0002383171-0001-5,JUNGAE INC,SHINWOO MYUN OAK,17225 CHATSWORTH STREET UNIT #103,GRANADA HILLS,91344-5771,17225 CHATSWORTH 91344-5771,705 N 31ST AVENUE #1,YAKIMA,98902-1659,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,08/01/2008,,"(34.2651, -118.5097)",34.2651,-118.5097
26925,0003141678-0001-1,APPLETON'S MARKET INC,,7260   CLINTON STREET,LOS ANGELES,90036-1969,7260 CLINTON 90036,7260   CLINTON STREET,LOS ANGELES,90036-1969,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,07/01/2019,,"(34.0816, -118.348)",34.0816,-118.348
27001,0003210846-0001-7,ADRIANA ABAD,,14617 VANOWEN STREET    #9,VAN NUYS,91405-3956,14617 Vanowen 91405-3956,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,09/12/2020,,"(34.1943, -118.4516)",34.1943,-118.4516
27262,0002763265-0001-7,GLENN FISHER,ENGIIS CATERING,23961 DECORO DRIVE APT #208,VALENCIA,91354-4948,23961 DECORO 91354-4948,23961 DECORO DRIVE APT #208,VALENCIA,91354-4948,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,07/17/2014,,"(34.4444, -118.5559)",34.4444,-118.5559
27383,0002087620-0002-4,LORRINE RAMIREZ,,614 W 52ND PLACE,LOS ANGELES,90037-3706,614 52ND 90037-3706,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,07/01/2013,,"(33.995, -118.2843)",33.995,-118.2843
27500,0003140296-0001-0,ANAHIT ILANJIAN,NOURICIOUS,6043   LOCKHURST DRIVE,WOODLAND HILLS,91367-2936,6043 LOCKHURST 91367-2936,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,07/29/2019,,"(34.1805, -118.6497)",34.1805,-118.6497
27682,0003140521-0001-6,MELVIN DAVISON,MEL HOT DOG,1531 W 226TH STREET   #6,TORRANCE,90501-4973,1531 226TH 90501-4973,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,08/01/2019,,"(33.8215, -118.3051)",33.8215,-118.3051
27810,0003137635-0001-1,ROCKETSHIP COFFEE LLC,ROCKETSHIP COFFEE,7475   MELROSE AVENUE,LOS ANGELES,90046-7525,7475 MELROSE 90046-7525,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,07/15/2019,,"(34.0839, -118.3528)",34.0839,-118.3528
28211,0002932924-0001-0,SILBIA LEE,BEL FIORE COFFEE,3907   6TH,LOS ANGELES,90020-0000,3907 6TH 90020-0000,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,09/01/2016,,"(34.0636, -118.308)",34.0636,-118.308
28703,0002988342-0001-4,GOVERNOR COFFEE LLC,WEIRD WAVE COFFEE BREWERS,2415 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3001,2415 CESAR E CHAVEZ 90033-3001,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,05/25/2017,,"(34.0468, -118.207)",34.0468,-118.207
28998,0003140377-0001-5,ACTION NUTRACEUTICALS,,6130   AVALON BLVD   UNIT #217,LOS ANGELES,90003-1633,6130 AVALON 90003,520 S GRAND AVENUE   OFFICE #320,LOS ANGELES,90071-3024,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,08/03/2019,,"(33.9835, -118.2642)",33.9835,-118.2642
29041,0003136733-0001-2,MIRNA DEL CARMEN MEJIA DE RUBIO,PUPUSERIA Y ANTOJITOS CHABELITA'S,4100 S BROADWAY,LOS ANGELES,90037-2221,4100 BROADWAY 90037-2221,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,07/09/2019,,"(34.009, -118.2782)",34.009,-118.2782
29206,0000382771-0017-4,BON APPETIT MANAGEMENT COMPANY,,100   UNIVERSAL CITY PLAZA,UNIVERSAL CITY,91608-1002,100 UNIVERSAL CITY 91608-1002,201   REDWOOD SHORES PARKWAYS    SUITE #100,REDWOOD CITY,94065-6111,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,08/12/2019,,"(34.1388, -118.3617)",34.1388,-118.3617
29369,0003142988-0001-7,NATALIE PRESTON,CLARITEA,1133   KWIS AVENUE,HACIENDA HEIGHTS,91745-2113,1133 KWIS 91745,1133   KWIS AVENUE,HACIENDA HEIGHTS,91745-2113,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,08/14/2019,,"(34.0121, -117.9703)",34.0121,-117.9703
29457,0002496154-0001-5,"CAFECITO ORGANICO, LLC",,534 N HOOVER STREET,LOS ANGELES,90004-2309,534 HOOVER 90004-2309,534 N HOOVER STREET,LOS ANGELES,90004-2309,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,01/01/2010,,"(34.0803, -118.2844)",34.0803,-118.2844
29628,0002616662-0003-7,GROUNDWORK COFFEE LLC,,1501 N CAHUENGA BLVD,LOS ANGELES,90028-7312,1501 CAHUENGA 90028-7312,5457   CLEON AVENUE,NORTH HOLLYWOOD,91601-2834,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,08/12/2011,,"(34.0983, -118.3298)",34.0983,-118.3298
30339,0003114295-0001-5,LOS TACO HERMANOS LLC,LOS TACOS HERMANOS,843 N LA BREA AVENUE,LOS ANGELES,90038-3340,843 LA BREA 90038-3340,10940   WILSHIRE BLVD   UNIT #1600,LOS ANGELES,90024-3910,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,05/01/2019,,"(34.0866, -118.3444)",34.0866,-118.3444
30468,0003104213-0001-1,VERDENT WELLNESS LLC,,2554 LINCOLN BLVD    #671,VENICE,90291-5043,2554 LINCOLN 90291-5043,2554   LINCOLN BLVD   UNIT #620,VENICE,90291-5043,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,06/27/2018,,"(33.9911, -118.448)",33.9911,-118.448
30479,0000619938-0001-4,CONTINENTAL MILLS INC,THE KRUSTEAZ COMPANY,330 N BRAND BLVD SUITE #700,GLENDALE,91203-2336,330 BRAND 91203-2336,POST OFFICE BOX #88176,SEATTLE,98138-2176,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/1997,,"(34.1512, -118.2546)",34.1512,-118.2546
30997,0002947005-0001-6,TAZZA INTERNATIONAL INC,,1601 E OLYMPIC BLVD   BUILDING #100,LOS ANGELES,90021-1940,1601 OLYMPIC 90021-1940,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,07/15/2013,,"(34.0312, -118.2417)",34.0312,-118.2417
31046,0003050955-0001-9,MIGUEL ANGEL AGUILAR JR,CHEFFIN MIGS,1400 GLENWOOD ROAD APT #106,GLENDALE,91201-1918,1400 GLENWOOD 91201-1918,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,04/25/2018,,"(34.1694, -118.2825)",34.1694,-118.2825
31746,0003138799-0001-6,ERIC ALEJANDRO PARRA LULE,ANGELITOS NUTRITION,2526 S SAN PEDRO STREET,LOS ANGELES,90011-1520,2526 SAN PEDRO 90011-1520,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,07/19/2019,,"(34.0219, -118.261)",34.0219,-118.261
31913,0003141886-0001-2,YVETT PADILLA,PHATT BOIIZ TACOS/TORTAS,613 W 235TH STREET,CARSON,90745-5131,613 235th 90745-5131,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,08/06/2019,,"(33.8121, -118.2861)",33.8121,-118.2861
32364,0003141611-0001-8,"RARE TRANSPORTS, LLC",,415 E 32ND STREET   UNIT #A,LOS ANGELES,90011-1921,415 32ND 90011-1921,415 E 32ND STREET   UNIT #A,LOS ANGELES,90011-1921,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,09/01/2019,,"(34.0188, -118.2676)",34.0188,-118.2676
32685,0002925168-0001-2,SAAD ZAMAN,COCO LOCO HUT,8822   RESEDA BLVD,NORTHRIDGE,91324-4039,8822 RESEDA 91324-4039,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,08/04/2016,,"(34.2315, -118.5357)",34.2315,-118.5357
32867,0003263806-0001-6,KOMBEE NATION INC,,9206 PETIT AVENUE,NORTHRIDGE,91343-3530,9206 Petit 91343-3530,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,06/01/2021,,"(34.2379, -118.4976)",34.2379,-118.4976
32995,0003138933-0001-3,BENJAMIN SOLARES HERNANDEZ,YUM YUM DONIUTS FRANCHISE #9520C,6001   LANKERSHIM BLVD,NORTH HOLLYWOOD,91606-4805,6001 LANKERSHIM 91606-4805,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,07/22/2019,,"(34.1797, -118.3841)",34.1797,-118.3841
33022,0003325342-0001-6,JOSE SALVADOR PASCASIO MEJIA,,3440 WILSHIRE BLVD SUITE #550,LOS ANGELES,90010-2127,3440 Wilshire 90010-2127,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,07/01/2022,,"(34.0605, -118.2991)",34.0605,-118.2991
33191,0003142505-0001-1,MARIO A COOPER/GEOFREY S MOORE N,N3 COFFEE,1612 S ATLANTIC BLVD,ALHAMBRA,91803-3113,1612 Atlantic 91803-3113,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,08/09/2019,,"(34.0753, -118.1341)",34.0753,-118.1341
33589,0003000139-0001-2,JUAN ERNESTO SUAREZ MENDOZA,POLLOS TIO ERNESTO,22902   SHERMAN WAY,WEST HILLS,91307-2235,22902 SHERMAN 91307-2235,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,08/03/2017,,"(34.2007, -118.6258)",34.2007,-118.6258
33980,0003129267-0001-6,POSITIVE PH LLC,,11693   SAN VICENTE BLVD   SUITE #303,LOS ANGELES,90049-5105,11693 SAN VICENTE 90049-5105,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,07/29/2019,,"(34.054, -118.4655)",34.054,-118.4655
34105,0002363980-0026-2,STARBUCKS CORPORATION,STARBUCKS COFFEE #28816,1630   SEPULVEDA BLVD,HARBOR CITY,90710-1136,1630 SEPULVEDA 90710-1136,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,09/26/2019,,"(33.8164, -118.3081)",33.8164,-118.3081
34400,0000155172-0013-9,STARBUCKS CORPORATION,STARBUCKS COFFEE #59335,21929 ROSCOE BLVD,CANOGA PARK,91304-3959,21929 Roscoe 91304-3959,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,12/01/2022,,"(34.2201, -118.6053)",34.2201,-118.6053
34506,0003079836-0001-6,MARIA O DIAZ COREAS,MARIAS CAFE,3012 W PICO BLVD,LOS ANGELES,90006-3804,3012 PICO 90006-3804,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,10/05/2018,,"(34.0469, -118.3066)",34.0469,-118.3066
34591,0003400574-0001-9,GAYANE DERTLYAN,GAYANE'S BAKEHOUSE,7525 LEMP AVENUE,NORTH HOLLYWOOD,91605-3327,7525 LEMP 91605-3327,7525 LEMP AVENUE,NORTH HOLLYWOOD,91605-3327,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,11/03/2023,,"(34.2074, -118.3848)",34.2074,-118.3848
35302,0003145233-0010-0,VESSEL CA OPERATIONS LLC,NBRHD KITCHENS,3824 S FIGUEROA STREET,LOS ANGELES,90037-1206,3824 FIGUEROA 90037-1206,233 PEACHTREE STREET NE SUITE #2600,ATLANTA,30303-1504,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,08/01/2020,,"(34.0151, -118.2826)",34.0151,-118.2826
35370,0002931496-0001-6,BUBBLES DEVIN BAKERIES INC,BUBBLES BAKING CO,15215   KESWICK STREET,VAN NUYS,91405-1014,15215 KESWICK 91405-1014,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,09/07/2016,,"(34.2107, -118.4646)",34.2107,-118.4646
35389,0002645491-0001-2,MONDELEZ GLOBAL LLC,,3 LAKES DRIVE    #NF 2222,NORTHFIELD,60093-2753,3 LAKES 60093-2753,100 DEFOREST AVENUE #4B-430,EAST HANOVER,07936-2813,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,10/01/2012,,"(42.1055, -87.7946)",42.1055,-87.7946
35491,0003264836-0001-4,PRECISION FILTER PRODUCTS LLC,,608 MEYER LANE UNIT #104,REDONDO BEACH,90278-5269,608 Meyer 90278-5269,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,08/02/2021,,"(33.8598, -118.3698)",33.8598,-118.3698
35588,0003263741-0001-0,MARIA G VELAZQUEZ,TAQUERIA LA CIERRA CHIHUAHUA,14311 LEMOLI AVENUE,HAWTHORNE,90250-8532,14311 LEMOLI 90250-8532,3525 HUNTER STREET,LOS ANGELES,90023-3015,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,08/02/2021,,"(33.9011, -118.3314)",33.9011,-118.3314
36990,0003139975-0001-4,ARNULFO RIVERA,RIVERA FOOD,6117   RUBY PLACE,LOS ANGELES,90042-2128,6117 Ruby 90042-2128,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,07/26/2019,,"(34.1214, -118.1853)",34.1214,-118.1853
37084,0003208073-0001-1,CAFECITA LLC,,11934 TABOR STREET,LOS ANGELES,90066-2822,11934 TABOR 90066-2822,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,06/01/2020,,"(34.0108, -118.432)",34.0108,-118.432
37163,0003261844-0001-7,BLUME CHOCOLATE,,16001 S HOOVER STREET,GARDENA,90247-4535,16001 HOOVER 90247,16001 S HOOVER STREET,GARDENA,90247-4535,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,08/01/2021,,"(33.8863, -118.2875)",33.8863,-118.2875
37256,0002876572-0001-5,DOHENY INVESTMENTS INC,,2160   CENTURY PARKS  E #1402,LOS ANGELES,90067-2244,2160 CENTURY 90067-2244,10573 W PICO BLVD   UNIT #155,LOS ANGELES,90064-2333,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,12/28/2015,,"(34.0579, -118.4102)",34.0579,-118.4102
37272,0003220828-0001-5,DE LA CALLE CO.,,4312 W JEFFERSON BLVD,LOS ANGELES,90016-4115,4312 JEFFERSON 90016,5701 W ADAMS BLVD,LOS ANGELES,90016-2401,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,05/03/2019,,"(34.0253, -118.3436)",34.0253,-118.3436
38002,0003138589-0001-6,SUPER FOOD HONEY LLC,SUPERFOOD HONEY,18701   LASSEN STREET,NORTHRIDGE,91324-1963,18701 LASSEN 91324-1963,18653   VENTURA BLVD   #411,TARZANA,91356-4103,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,07/18/2019,,"(34.2505, -118.5407)",34.2505,-118.5407
38244,0003324963-0001-0,ANA F SANCHEZ,TAQUERIA LA PLEBE AND MORE,15455 CABRITO ROAD,VAN NUYS,91406-1407,15455 Cabrito 91406-1407,23500 THE OLD ROAD #30,NEWHALL,91321-3934,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,07/21/2022,,"(34.2174, -118.4704)",34.2174,-118.4704
38520,0003398820-0001-7,ARA INCELLDERM INC,,1735 N LA BREA AVENUE    #303,LOS ANGELES,90046-5665,1735 La Brea 90046-5665,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,10/27/2023,,"(34.1026, -118.346)",34.1026,-118.346
38555,0003260223-0001-9,DUBA BROTHERS LLC,"DUBA, NYA TEA, DUBA TEA, DUBA TEA & SPICE, DUBA SPICE",13155   MARGATE STREET,SHERMAN OAKS,91401-6025,13155 MARGATE 91401,5152   SEPULVEDA BLVD   POST OFFICE BOX #182,LOS ANGELES,90230-5212,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,07/07/2021,,"(34.1673, -118.4202)",34.1673,-118.4202
38712,0002177759-0001-5,MARIA JULIANA MARTINEZ,JULIANA MARTINEZ ART,21915 WYANDOTTE STREET UNIT #106,CANOGA PARK,91303-3355,21915 WYANDOTTE 91303-3355,8640 SIEMPRE VIVA ROAD,SAN DIEGO,92154-6211,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,04/01/2005,,"(34.2028, -118.6046)",34.2028,-118.6046
39328,0003194488-0001-2,SAMUEL PALENCIA,YUM YUM DONUTS FRANCHISE 75-Q,4815 VALLEY BLVD    #1,LOS ANGELES,90032-3856,4815 Valley 90032-3856,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,05/20/2020,,"(34.0667, -118.1799)",34.0667,-118.1799
39675,0000155171-0005-3,STARBUCKS CORPORATION,STARBUCKS COFFEE #8617,4959 EAGLE ROCK BLVD,LOS ANGELES,90041-1921,4959 Eagle Rock 90041-1921,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,12/12/2023,,"(34.1364, -118.2153)",34.1364,-118.2153
39870,0002603916-0002-5,RYAN ROBINSON,,636 N HILL PLACE   #102B,LOS ANGELES,90012-2243,636 HILL 90012-2243,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,04/23/2019,,"(34.0607, -118.242)",34.0607,-118.242
40456,0002992801-0001-9,CINTHYA A ESPINOZA,EZ OATS BY CINTHYA,529 W 12TH STREET   UNIT #1,SAN PEDRO,90731-4113,529 12TH 90731-4113,434 E VICTORIA STREET,CARSON,90746-1805,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,06/22/2017,,"(33.7331, -118.2887)",33.7331,-118.2887
40998,0002691976-0001-1,HARMONIE LLC,HARMONIE TEA,1915 MALCOLM AVENUE UNIT #402,LOS ANGELES,90025-4796,1915 MALCOLM 90025-4796,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,07/16/2013,,"(34.049, -118.4334)",34.049,-118.4334
41020,0003208734-0001-8,UNCLE SKY'S LLC,,514   CASANOVA STREET   BUILDING,LOS ANGELES,90012-1027,514 CASANOVA 90012,514   CASANOVA STREET   BUILDING,LOS ANGELES,90012-1027,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,06/15/2020,,"(34.0743, -118.2306)",34.0743,-118.2306
41186,0003001442-0001-6,MASIENDA,,11515 W PICO BLVD,LOS ANGELES,90064-1519,11515 PICO 90064-1519,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,02/27/2017,,"(34.0333, -118.443)",34.0333,-118.443
41641,0002992932-0001-2,DULCE MONTANO,FUTITAS,15828   ARMINTA STREET,VAN NUYS,91406-1915,15828 ARMINTA 91406-1915,8627 LUBAO AVENUE,WINNETKA,91306-1433,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,08/01/2017,,"(34.2134, -118.4784)",34.2134,-118.4784
41780,0003325541-0001-8,EPIFANIO CASTRO,,207 E 118TH STREET,LOS ANGELES,90061-2423,207 118th 90061-2423,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",15,01/01/2018,,"(33.9267, -118.2715)",33.9267,-118.2715
41796,0000025576-0002-0,ABRAHAM JLENKERIAN / GAYANE SMSARYAN,BON CAFETIT,11614 SOPHIA AVENUE,GRANADA HILLS,91344-3043,11614 SOPHIA 91344-3043,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,12/05/2010,,"(34.2812, -118.4866)",34.2812,-118.4866
41852,0003312915-0001-0,PINK PEPPERCORN LLC,UNDERGROUND RAW,9009 GIBSON STREET,LOS ANGELES,90034-1922,9009 Gibson 90034-1922,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,04/29/2022,,"(34.0378, -118.3888)",34.0378,-118.3888
42209,0003400806-0001-7,BRYAN ALEXANDER RAMIREZ,FIESTA MINI MALL,225 E 69TH STREET,LOS ANGELES,90003-1511,225 69th 90003-1511,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,11/14/2023,,"(33.9773, -118.2709)",33.9773,-118.2709
42759,0002629372-0004-2,TIERRA MIA COFFEE COMPANY,TIERRA MIA COFFEE COMPANY,2108 N BROADWAY,LOS ANGELES,90031-2205,2108 BROADWAY 90031-2205,2108 N BROADWAY,LOS ANGELES,90031-2205,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,09/01/2019,,"(34.073, -118.2185)",34.073,-118.2185
43033,0003324332-0001-5,O2VIS HEALTH USA INC,,981 S WESTERN AVENUE    #305,LOS ANGELES,90006-1077,981 Western 90006-1077,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,07/18/2022,,"(34.0532, -118.3094)",34.0532,-118.3094
43422,0003147981-0001-1,RAUL GONZALEZ VALENCIA,LA TAQUIZZA,713 E 85TH STREET,LOS ANGELES,90001-3626,713 85TH 90001-3626,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,01/01/2018,,"(33.9613, -118.2624)",33.9613,-118.2624
43473,0002983709-0002-6,POPS BROOKLYN BAGELS LLC,POP'S BAGELS,11419 SANTA MONICA BLVD    #24,LOS ANGELES,90025-3009,11419 SANTA MONICA 90025-3009,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,12/01/2019,,"(34.046, -118.4516)",34.046,-118.4516
